S.No,Party Name,Date,Due Date,Total Amount,Balance,Type,Status
8364,Business Partner 17,23/07/2024,27/08/2024,428648,243226.18,Credit Note,Pending
8365,Business Partner 21,21/03/2025,27/05/2025,33105,22921.36,Debit Note,Overdue
8366,Business Partner 29,22/09/2025,11/12/2025,482893,365653.05,Sales Invoice,Partially Paid
8367,Business Partner 32,28/05/2024,04/07/2024,473964,332382.41,Purchase Order,Overdue
8368,Business Partner 30,31/01/2025,18/02/2025,50460,40405.22,Credit Note,Partially Paid
8369,Business Partner 16,22/01/2024,10/04/2024,214425,61336.17,Payment,Pending
8370,Business Partner 39,17/10/2025,11/11/2025,74431,29090.56,Sales Invoice,Partially Paid
8371,Business Partner 34,09/05/2025,12/05/2025,317688,228491.71,Sales Invoice,Order Overdue
8372,Business Partner 22,16/04/2024,08/06/2024,353330,59638.88,Debit Note,Paid
8373,Business Partner 36,15/11/2024,29/12/2024,139838,73584.64,Sales Invoice,Overdue
8374,Business Partner 09,24/03/2025,24/05/2025,475889,97905.87,Purchase Order,Pending
8375,Business Partner 22,17/06/2025,29/06/2025,69490,46586.37,Debit Note,Overdue
8376,Business Partner 26,16/02/2025,16/03/2025,140435,985.9,Purchase Order,Order Overdue
8377,Business Partner 29,06/06/2026,08/07/2026,137962,126928.92,Credit Note,Overdue
8378,Business Partner 22,02/01/2026,25/01/2026,446529,343450.95,Payment,Overdue
8379,Business Partner 40,14/02/2025,21/04/2025,419526,138893.52,Purchase Order,Overdue
8380,Business Partner 38,01/07/2024,09/07/2024,250909,93013.64,Credit Note,Paid
8381,Business Partner 16,15/01/2025,13/04/2025,345483,49605.39,Debit Note,Partially Paid
8382,Business Partner 21,23/09/2024,14/12/2024,239172,6975.5,Payment,Paid
8383,Business Partner 41,24/01/2024,09/03/2024,423354,374504.49,Payment,Partially Paid
8384,Business Partner 46,23/06/2025,28/06/2025,255120,106126.72,Payment,Order Overdue
8385,Business Partner 30,14/06/2025,22/07/2025,61309,13846.32,Sales Invoice,Paid
8386,Business Partner 12,12/04/2025,06/06/2025,25359,12562.89,Sales Invoice,Pending
8387,Business Partner 23,13/09/2025,19/10/2025,284460,50195.96,Sales Invoice,Partially Paid
8388,Business Partner 24,09/05/2024,14/06/2024,434119,413920.67,Debit Note,Order Overdue
8389,Business Partner 08,31/01/2025,01/02/2025,348791,65920.93,Payment,Pending
8390,Business Partner 20,20/04/2024,21/06/2024,223254,156315.12,Payment,Partially Paid
8391,Business Partner 27,19/04/2024,22/05/2024,52750,5443.88,Debit Note,Paid
8392,Business Partner 03,31/10/2025,12/11/2025,154564,104111.66,Credit Note,Pending
8393,Business Partner 37,18/10/2025,10/01/2026,357785,317276.26,Sales Invoice,Order Overdue
8394,Business Partner 33,19/04/2026,11/07/2026,124363,116982.61,Payment,Order Overdue
8395,Business Partner 17,15/10/2024,25/12/2024,470322,333943.18,Purchase Order,Pending
8396,Business Partner 30,01/05/2025,10/05/2025,72021,63856.9,Credit Note,Paid
8397,Business Partner 21,29/01/2025,21/04/2025,264141,262978.21,Sales Invoice,Order Overdue
8398,Business Partner 01,03/05/2026,17/07/2026,51390,35004.23,Payment,Partially Paid
8399,Business Partner 32,06/08/2025,07/09/2025,8344,7610.94,Purchase Order,Pending
8400,Business Partner 02,23/03/2026,30/05/2026,313004,229627.41,Sales Invoice,Order Overdue
8401,Business Partner 41,15/02/2024,06/04/2024,138061,114330.7,Debit Note,Order Overdue
8402,Business Partner 49,02/02/2025,15/03/2025,292424,218981.68,Purchase Order,Pending
8403,Business Partner 45,01/08/2025,01/09/2025,244575,102912.73,Payment,Pending
8404,Business Partner 27,17/10/2025,26/11/2025,292030,132191.92,Sales Invoice,Order Overdue
8405,Business Partner 01,21/06/2024,21/07/2024,289429,254283.57,Payment,Overdue
8406,Business Partner 12,27/02/2025,04/03/2025,8014,4443.15,Payment,Order Overdue
8407,Business Partner 35,27/01/2024,21/04/2024,456516,54838.67,Debit Note,Order Overdue
8408,Business Partner 33,14/01/2024,14/01/2024,367479,90924.92,Purchase Order,Partially Paid
8409,Business Partner 13,12/04/2025,19/06/2025,81623,44578.78,Credit Note,Order Overdue
8410,Business Partner 48,05/05/2025,24/07/2025,85018,66822.16,Sales Invoice,Paid
8411,Business Partner 49,14/07/2024,15/07/2024,239185,16867.48,Debit Note,Paid
8412,Business Partner 49,10/03/2025,22/05/2025,387893,65963.26,Sales Invoice,Pending
8413,Business Partner 46,27/08/2025,25/10/2025,199422,188406.14,Credit Note,Pending
8414,Business Partner 08,10/01/2025,13/02/2025,37225,12969.08,Purchase Order,Order Overdue
8415,Business Partner 36,01/03/2024,27/04/2024,2367,1984.47,Sales Invoice,Overdue
8416,Business Partner 47,17/05/2024,04/08/2024,348683,58112.64,Debit Note,Partially Paid
8417,Business Partner 10,09/11/2025,19/01/2026,215381,46664.45,Debit Note,Pending
8418,Business Partner 20,20/08/2025,10/09/2025,369830,326199.45,Sales Invoice,Order Overdue
8419,Business Partner 38,28/02/2026,20/05/2026,430934,232966.61,Payment,Order Overdue
8420,Business Partner 21,25/12/2024,12/03/2025,47371,2511.44,Sales Invoice,Pending
8421,Business Partner 16,03/01/2025,18/02/2025,446215,234027.92,Payment,Overdue
8422,Business Partner 10,11/06/2025,02/09/2025,116901,30691.72,Sales Invoice,Order Overdue
8423,Business Partner 39,09/04/2024,03/06/2024,43805,29025.72,Purchase Order,Partially Paid
8424,Business Partner 21,22/07/2025,22/09/2025,192720,40077.35,Sales Invoice,Order Overdue
8425,Business Partner 27,29/03/2024,02/05/2024,378264,221355.01,Purchase Order,Order Overdue
8426,Business Partner 20,07/03/2024,30/04/2024,246375,139522.63,Sales Invoice,Paid
8427,Business Partner 12,20/04/2025,05/07/2025,410337,376049.25,Debit Note,Paid
8428,Business Partner 18,02/12/2024,04/01/2025,484465,262294.18,Purchase Order,Order Overdue
8429,Business Partner 40,03/05/2024,02/07/2024,329379,53272.73,Payment,Partially Paid
8430,Business Partner 34,04/11/2024,11/01/2025,388279,187789.6,Debit Note,Partially Paid
8431,Business Partner 03,11/05/2026,16/05/2026,303156,263366.77,Credit Note,Pending
8432,Business Partner 36,09/03/2026,14/05/2026,209578,72638.62,Debit Note,Paid
8433,Business Partner 32,03/11/2025,26/11/2025,12223,10123.49,Debit Note,Paid
8434,Business Partner 23,12/04/2025,14/04/2025,43117,24570.01,Credit Note,Partially Paid
8435,Business Partner 14,19/02/2026,14/05/2026,349329,347349.09,Credit Note,Partially Paid
8436,Business Partner 44,30/05/2024,22/08/2024,476861,294179.21,Payment,Partially Paid
8437,Business Partner 45,16/02/2026,04/04/2026,458831,291959.97,Debit Note,Paid
8438,Business Partner 45,05/12/2025,13/02/2026,141789,60167.8,Debit Note,Paid
8439,Business Partner 01,16/04/2024,29/05/2024,365150,238556.8,Purchase Order,Pending
8440,Business Partner 50,04/08/2024,21/09/2024,450413,68618.29,Sales Invoice,Partially Paid
8441,Business Partner 40,23/10/2025,18/01/2026,150654,118221.52,Purchase Order,Paid
8442,Business Partner 09,19/12/2024,02/01/2025,300972,208458.97,Credit Note,Overdue
8443,Business Partner 09,11/11/2024,07/02/2025,142198,111071.08,Purchase Order,Order Overdue
8444,Business Partner 24,08/04/2026,07/06/2026,362284,175559.56,Sales Invoice,Partially Paid
8445,Business Partner 35,05/05/2025,06/07/2025,152438,69828.59,Sales Invoice,Paid
8446,Business Partner 44,28/06/2025,25/07/2025,175745,77234.51,Debit Note,Order Overdue
8447,Business Partner 02,24/09/2025,06/10/2025,451182,353908.54,Purchase Order,Paid
8448,Business Partner 46,08/12/2025,30/01/2026,131991,35246.17,Credit Note,Partially Paid
8449,Business Partner 41,27/02/2026,24/05/2026,43206,21814.28,Payment,Pending
8450,Business Partner 03,25/11/2025,14/12/2025,83254,16214.2,Payment,Order Overdue
8451,Business Partner 31,15/06/2026,29/07/2026,240435,59914.57,Credit Note,Order Overdue
8452,Business Partner 50,30/10/2025,22/11/2025,488987,245104.77,Credit Note,Overdue
8453,Business Partner 23,05/04/2025,21/05/2025,382507,136642.95,Sales Invoice,Partially Paid
8454,Business Partner 33,27/02/2025,09/05/2025,170750,160629.32,Debit Note,Partially Paid
8455,Business Partner 02,12/01/2026,07/03/2026,400614,154042.17,Debit Note,Overdue
8456,Business Partner 34,20/06/2024,12/09/2024,211164,65435.47,Debit Note,Overdue
8457,Business Partner 08,17/08/2024,22/08/2024,27881,1498.63,Payment,Partially Paid
8458,Business Partner 17,18/02/2025,11/05/2025,139946,47661.68,Sales Invoice,Pending
8459,Business Partner 19,31/03/2025,18/06/2025,268237,93647.43,Debit Note,Partially Paid
8460,Business Partner 41,03/10/2025,07/12/2025,151028,43470.06,Purchase Order,Partially Paid
8461,Business Partner 08,06/12/2025,05/03/2026,164246,61079.41,Payment,Overdue
8462,Business Partner 14,22/02/2026,19/03/2026,253907,10250.71,Debit Note,Partially Paid
8463,Business Partner 42,18/04/2024,26/04/2024,274979,28721.0,Credit Note,Paid
8464,Business Partner 13,01/07/2025,21/09/2025,232145,198601.25,Payment,Order Overdue
8465,Business Partner 23,29/11/2024,09/02/2025,147490,24119.34,Debit Note,Order Overdue
8466,Business Partner 07,12/11/2025,06/12/2025,130053,115032.25,Sales Invoice,Partially Paid
8467,Business Partner 05,22/09/2025,16/12/2025,323198,148756.6,Credit Note,Paid
8468,Business Partner 06,16/06/2025,16/06/2025,452282,48821.38,Credit Note,Overdue
8469,Business Partner 45,13/03/2026,10/05/2026,155409,146214.08,Sales Invoice,Overdue
8470,Business Partner 04,29/04/2026,01/06/2026,287001,179008.33,Purchase Order,Order Overdue
8471,Business Partner 34,05/12/2024,20/02/2025,82395,36129.33,Payment,Pending
8472,Business Partner 44,01/03/2025,13/05/2025,404520,109747.93,Payment,Order Overdue
8473,Business Partner 14,13/10/2025,21/11/2025,407611,195637.9,Debit Note,Order Overdue
8474,Business Partner 38,05/08/2024,08/10/2024,220106,17937.68,Purchase Order,Order Overdue
8475,Business Partner 43,07/05/2025,04/07/2025,201854,61994.94,Payment,Order Overdue
8476,Business Partner 44,27/02/2024,06/05/2024,154571,29221.93,Debit Note,Overdue
8477,Business Partner 41,21/11/2024,11/12/2024,381441,25687.77,Credit Note,Order Overdue
8478,Business Partner 48,07/02/2024,28/04/2024,414204,11472.6,Payment,Pending
8479,Business Partner 43,07/03/2024,24/03/2024,221159,4387.29,Payment,Overdue
8480,Business Partner 20,04/03/2024,21/03/2024,476362,299258.88,Debit Note,Partially Paid
8481,Business Partner 22,28/09/2025,14/11/2025,282937,215744.44,Credit Note,Overdue
8482,Business Partner 37,24/11/2024,10/01/2025,297369,258998.91,Purchase Order,Pending
8483,Business Partner 27,12/06/2025,23/06/2025,120091,4172.32,Debit Note,Pending
8484,Business Partner 29,06/06/2026,02/07/2026,58249,45509.48,Sales Invoice,Partially Paid
8485,Business Partner 38,10/11/2024,23/11/2024,90679,66792.08,Payment,Partially Paid
8486,Business Partner 38,04/01/2026,26/01/2026,106812,18846.02,Payment,Order Overdue
8487,Business Partner 04,06/02/2026,01/03/2026,152506,53000.23,Credit Note,Paid
8488,Business Partner 07,23/02/2026,13/04/2026,94920,76976.38,Credit Note,Partially Paid
8489,Business Partner 50,31/07/2024,11/09/2024,54836,49922.74,Payment,Order Overdue
8490,Business Partner 09,10/06/2025,01/08/2025,106466,14244.9,Purchase Order,Pending
8491,Business Partner 14,12/04/2024,10/06/2024,135445,85865.15,Purchase Order,Pending
8492,Business Partner 34,31/01/2026,09/02/2026,24315,23398.11,Purchase Order,Overdue
8493,Business Partner 25,25/08/2024,01/10/2024,144546,30042.28,Payment,Overdue
8494,Business Partner 01,04/07/2024,25/09/2024,465820,348112.07,Sales Invoice,Pending
8495,Business Partner 47,10/01/2025,01/03/2025,146611,10825.25,Credit Note,Pending
8496,Business Partner 38,04/04/2026,13/06/2026,349111,329074.34,Purchase Order,Pending
8497,Business Partner 22,03/06/2024,15/06/2024,189736,136817.4,Purchase Order,Partially Paid
8498,Business Partner 44,17/10/2025,15/11/2025,497557,174644.46,Purchase Order,Overdue
8499,Business Partner 09,27/10/2025,21/11/2025,351512,134040.92,Debit Note,Partially Paid
8500,Business Partner 03,26/09/2024,19/12/2024,164572,88208.0,Sales Invoice,Overdue
8501,Business Partner 04,10/10/2025,28/10/2025,431936,312040.3,Sales Invoice,Partially Paid
8502,Business Partner 19,01/11/2025,31/12/2025,81617,71598.2,Payment,Paid
8503,Business Partner 21,11/01/2026,26/02/2026,421880,343102.26,Sales Invoice,Paid
8504,Business Partner 49,19/02/2025,28/02/2025,61777,61370.04,Debit Note,Paid
8505,Business Partner 01,29/09/2024,14/11/2024,344945,183106.06,Debit Note,Pending
8506,Business Partner 31,07/01/2025,29/03/2025,87575,17192.83,Purchase Order,Order Overdue
8507,Business Partner 32,06/02/2024,24/03/2024,220587,124060.08,Sales Invoice,Pending
8508,Business Partner 22,09/01/2025,23/02/2025,211682,50774.32,Payment,Order Overdue
8509,Business Partner 36,05/03/2024,11/05/2024,404773,62270.47,Payment,Pending
8510,Business Partner 40,31/07/2025,25/09/2025,156759,83062.66,Credit Note,Order Overdue
8511,Business Partner 36,13/02/2024,18/02/2024,459348,158583.51,Payment,Overdue
8512,Business Partner 46,01/08/2024,26/08/2024,476759,250119.95,Credit Note,Order Overdue
8513,Business Partner 48,08/05/2024,28/06/2024,331124,128579.95,Debit Note,Partially Paid
8514,Business Partner 01,07/11/2024,09/12/2024,240049,212318.36,Payment,Paid
8515,Business Partner 07,10/04/2025,20/05/2025,9136,3043.63,Credit Note,Partially Paid
8516,Business Partner 21,12/06/2025,27/08/2025,402252,246156.31,Purchase Order,Overdue
8517,Business Partner 21,01/07/2025,20/08/2025,455828,269280.35,Sales Invoice,Pending
8518,Business Partner 13,22/06/2024,29/07/2024,96253,4055.22,Sales Invoice,Paid
8519,Business Partner 04,12/02/2025,14/03/2025,362863,23250.05,Purchase Order,Paid
8520,Business Partner 28,23/05/2026,03/08/2026,247065,207072.06,Purchase Order,Pending
8521,Business Partner 25,16/02/2026,18/03/2026,179195,106035.99,Purchase Order,Partially Paid
8522,Business Partner 46,30/05/2024,05/06/2024,439481,67674.04,Credit Note,Paid
8523,Business Partner 09,15/04/2026,03/05/2026,114402,18042.93,Credit Note,Paid
8524,Business Partner 18,03/01/2024,19/01/2024,334455,96177.47,Payment,Partially Paid
8525,Business Partner 09,29/05/2024,01/07/2024,388052,230743.64,Sales Invoice,Partially Paid
8526,Business Partner 16,23/01/2024,11/02/2024,122341,84580.03,Purchase Order,Paid
8527,Business Partner 02,08/04/2024,02/05/2024,68849,30816.14,Debit Note,Pending
8528,Business Partner 35,06/11/2025,31/01/2026,85471,22629.06,Sales Invoice,Partially Paid
8529,Business Partner 04,18/10/2025,01/01/2026,439396,214560.36,Purchase Order,Pending
8530,Business Partner 22,23/08/2024,12/09/2024,317757,102544.67,Credit Note,Paid
8531,Business Partner 41,11/05/2025,02/07/2025,97360,57284.99,Debit Note,Partially Paid
8532,Business Partner 27,22/01/2026,25/03/2026,420349,157988.48,Purchase Order,Order Overdue
8533,Business Partner 49,31/05/2026,15/08/2026,456187,207248.91,Debit Note,Partially Paid
8534,Business Partner 14,19/01/2025,27/01/2025,475535,130805.9,Debit Note,Pending
8535,Business Partner 01,19/10/2025,17/12/2025,21836,13045.15,Credit Note,Pending
8536,Business Partner 16,20/01/2025,27/01/2025,68559,33261.7,Sales Invoice,Paid
8537,Business Partner 47,08/12/2024,31/01/2025,247354,207657.2,Sales Invoice,Overdue
8538,Business Partner 05,16/05/2025,10/06/2025,226088,42282.74,Sales Invoice,Partially Paid
8539,Business Partner 21,11/04/2026,26/06/2026,351492,191637.54,Credit Note,Overdue
8540,Business Partner 30,19/07/2024,26/09/2024,381780,282992.38,Payment,Pending
8541,Business Partner 33,08/06/2024,16/06/2024,147466,63731.37,Debit Note,Pending
8542,Business Partner 11,09/07/2024,29/07/2024,497051,263476.09,Sales Invoice,Pending
8543,Business Partner 34,08/01/2026,18/01/2026,104205,52113.2,Payment,Pending
8544,Business Partner 47,16/06/2024,13/07/2024,178131,107125.77,Purchase Order,Overdue
8545,Business Partner 10,11/05/2025,06/08/2025,15368,11855.04,Payment,Paid
8546,Business Partner 47,04/12/2025,16/12/2025,146699,43906.18,Sales Invoice,Partially Paid
8547,Business Partner 22,13/06/2024,06/07/2024,310467,306538.9,Payment,Partially Paid
8548,Business Partner 25,29/03/2025,23/06/2025,14779,7720.58,Debit Note,Pending
8549,Business Partner 37,24/12/2025,22/01/2026,475509,415824.57,Payment,Paid
8550,Business Partner 18,28/02/2025,20/03/2025,364928,352309.52,Sales Invoice,Pending
8551,Business Partner 42,15/04/2025,20/05/2025,60211,21219.24,Sales Invoice,Partially Paid
8552,Business Partner 36,18/04/2026,17/05/2026,109644,78469.98,Credit Note,Order Overdue
8553,Business Partner 42,19/08/2025,04/10/2025,414015,258402.66,Debit Note,Paid
8554,Business Partner 22,05/09/2024,09/09/2024,304723,194720.35,Payment,Partially Paid
8555,Business Partner 36,08/05/2025,23/06/2025,300044,103684.96,Debit Note,Pending
8556,Business Partner 23,08/04/2026,08/06/2026,68691,15455.13,Sales Invoice,Paid
8557,Business Partner 01,08/05/2025,08/05/2025,294369,124038.49,Purchase Order,Order Overdue
8558,Business Partner 28,09/09/2025,17/10/2025,264693,218584.41,Credit Note,Overdue
8559,Business Partner 19,22/04/2025,11/07/2025,395909,138600.42,Debit Note,Paid
8560,Business Partner 18,14/07/2025,14/08/2025,388945,142638.95,Credit Note,Partially Paid
8561,Business Partner 03,23/07/2025,12/10/2025,405282,154408.2,Sales Invoice,Pending
8562,Business Partner 30,14/05/2026,06/08/2026,1354,1010.46,Payment,Pending
8563,Business Partner 44,30/11/2025,16/01/2026,421923,338282.78,Payment,Paid
8564,Business Partner 08,02/02/2026,28/04/2026,33558,29939.06,Payment,Partially Paid
8565,Business Partner 48,24/02/2025,18/03/2025,343540,104189.32,Purchase Order,Pending
8566,Business Partner 28,06/11/2025,28/12/2025,234673,98769.38,Debit Note,Paid
8567,Business Partner 42,06/08/2025,08/09/2025,498897,24622.71,Payment,Order Overdue
8568,Business Partner 26,05/11/2024,05/01/2025,19561,4858.08,Credit Note,Partially Paid
8569,Business Partner 11,11/05/2026,16/06/2026,442654,338929.59,Sales Invoice,Pending
8570,Business Partner 02,16/03/2025,25/04/2025,142900,121514.43,Sales Invoice,Pending
8571,Business Partner 27,11/10/2025,19/10/2025,155629,153846.23,Payment,Paid
8572,Business Partner 45,12/11/2025,08/12/2025,251848,17930.51,Sales Invoice,Partially Paid
8573,Business Partner 13,24/03/2026,08/04/2026,23549,14334.2,Payment,Overdue
8574,Business Partner 35,10/09/2024,02/12/2024,478285,14426.36,Payment,Pending
8575,Business Partner 47,20/03/2024,12/04/2024,86738,85991.78,Sales Invoice,Overdue
8576,Business Partner 18,23/08/2025,18/10/2025,148705,65136.87,Credit Note,Paid
8577,Business Partner 28,24/03/2025,15/06/2025,329240,219927.2,Payment,Partially Paid
8578,Business Partner 11,02/06/2025,24/07/2025,329862,308905.28,Sales Invoice,Paid
8579,Business Partner 30,05/11/2025,08/11/2025,242278,127002.3,Purchase Order,Paid
8580,Business Partner 47,07/02/2024,20/02/2024,71887,21158.18,Payment,Order Overdue
